commissioning_date,energy_source_level_1,energy_source_level_2,technology,electrical_capacity,dso,gsrn_id,postcode,municipality_code,municipality,address,address_number,utm_east,utm_north,lat,lon,hub_height,rotor_diameter,manufacturer,model,data_source
7/1/96,Renewable energy,Wind,Onshore,0.225,,5.71E+17,,773,Morsø,Sundby,3a,481971.3,6303600,56.8758,8.70421,31.5,27,Vestas Wind Systems A/S,V 27-225 ,Energistyrelsen
7/2/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,787,Thisted,Vestervig,2c,460749.1,6291278,56.7638,8.35793,45,42,Vestas Wind Systems A/S,V 42-600 ,Energistyrelsen
7/3/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,671,Struer,"Den mellemste Del, Vejrum",2a,472934.9,6254056,56.43027,8.56115,46,43,NEG Micon,NM 1500-600/150  ,Energistyrelsen
7/3/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,671,Struer,"Den mellemste Del, Vejrum",2a,473185.3,6254278,56.43228,8.56519,46,43,NEG Micon,NM 1500-600/150  ,Energistyrelsen
7/3/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,671,Struer,"Den mellemste Del, Vejrum",2a,473271.6,6253733,56.42739,8.56664,46,43,NEG Micon,NM 1500-600/150  ,Energistyrelsen
7/3/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,671,Struer,"Den mellemste Del, Vejrum",2a,472957.9,6253800,56.42798,8.56155,46,43,NEG Micon,NM 1500-600/150  ,Energistyrelsen
7/3/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,671,Struer,"Den mellemste Del, Vejrum",2a,472642.9,6253867,56.42856,8.55644,46,43,NEG Micon,NM 1500-600/150  ,Energistyrelsen
7/3/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,671,Struer,"Den mellemste Del, Vejrum",2a,472636.2,6254106,56.43071,8.5563,46,43,NEG Micon,NM 1500-600/150  ,Energistyrelsen
7/3/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,671,Struer,"Den mellemste Del, Vejrum",2a,473234.7,6254007,56.42985,8.56602,46,43,NEG Micon,NM 1500-600/150  ,Energistyrelsen
7/3/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,671,Struer,"Den mellemste Del, Vejrum",2a,472628.6,6254346,56.43286,8.55615,46,43,NEG Micon,NM 1500-600/150  ,Energistyrelsen
7/4/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,665,Lemvig,"Bækmark Hovedgård, Flynder",42r,455363,6255782,56.44445,8.27596,40,43,NEG Micon,NM 1500-600/150  ,Energistyrelsen
7/4/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,665,Lemvig,"Bækmark Hovedgård, Flynder",42p,455181.6,6256024,56.4466,8.27297,40,43,NEG Micon,NM 1500-600/150  ,Energistyrelsen
7/4/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,665,Lemvig,"Bækmark Hovedgård, Flynder",42q,455274,6255903,56.44552,8.27449,40,43,NEG Micon,NM 1500-600/150  ,Energistyrelsen
7/5/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,851,Ålborg,"Gandrup By, Ø. Hassing",11n,571139.8,6322058,57.03649,10.17225,46,43,NEG Micon,NM 500-500/125  ,Energistyrelsen
7/9/96,Renewable energy,Wind,Onshore,0.225,,5.71E+17,,787,Thisted,Hørsted,8g,469975.3,6303275,56.87226,8.50743,31.5,29,Vestas Wind Systems A/S,V 29-225 ,Energistyrelsen
7/9/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,550,Tønder,Bredebro,46,487033.5,6105068,55.09218,8.79683,45,44,Vestas Wind Systems A/S,V 600,Energistyrelsen
7/9/96,Renewable energy,Wind,Onshore,0.08,,5.71E+17,,657,Herning,"Fjederholt, Rind",4c,508468.2,6212700,56.05941,9.13599,40,17,Tellus,TE 1780,Energistyrelsen
7/10/96,Renewable energy,Wind,Onshore,0.225,,5.71E+17,,787,Thisted,Hørsted,8d,469931.8,6303162,56.87124,8.50673,31.5,29,Vestas Wind Systems A/S,V 29-225 ,Energistyrelsen
7/10/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,657,Herning,Trøstrupgaard,5a,487739.5,6221430,56.13776,8.80271,40,43,NEG Micon,NM 1500-600/150  ,Energistyrelsen
7/11/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,101,København,Uoplyst,0,727814.2,6178369,55.69749,12.62538,50,44,BONUS,600   - MK lll,Energistyrelsen
7/11/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,101,København,Uoplyst,0,727625.8,6178378,55.69766,12.62239,50,44,BONUS,600   - MK lll,Energistyrelsen
7/11/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,101,København,Uoplyst,0,727504.3,6178386,55.69779,12.62047,50,44,BONUS,600   - MK lll,Energistyrelsen
7/17/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,430,Faaborg-Midtfyn,"Ølsted By, Sdr. Broby",4a,582602.6,6124198,55.25734,10.29967,45,44,Vestas Wind Systems A/S,V 44-600 ,Energistyrelsen
8/11/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,101,København,Uoplyst,0,727940.3,6178361,55.69736,12.62737,50,44,BONUS,600   - MK lll,Energistyrelsen
8/11/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,101,København,Uoplyst,0,728094.6,6178233,55.69614,12.62971,50,44,BONUS,600   - MK lll,Energistyrelsen
8/11/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,101,København,Uoplyst,0,728126.9,6178114,55.69506,12.63013,50,44,BONUS,600   - MK lll,Energistyrelsen
8/11/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,101,København,Uoplyst,0,728061.3,6178354,55.69724,12.62929,50,44,BONUS,600   - MK lll,Energistyrelsen
8/16/96,Renewable energy,Wind,Onshore,0.4,,5.71E+17,,849,Jammerbugt,Bejstrup by,10l,519816.9,6319689,57.02026,9.32639,36,31,Micon,M 740-400/100  ,Energistyrelsen
8/16/96,Renewable energy,Wind,Onshore,0.4,,5.71E+17,,849,Jammerbugt,Bejstrup by,11i,519739.5,6319537,57.0189,9.32511,36,31,Micon,M 740-400/100  ,Energistyrelsen
8/16/96,Renewable energy,Wind,Onshore,0.4,,5.71E+17,,849,Jammerbugt,Bejstrup by,24h,521377.9,6320319,57.02585,9.35216,36,31,Micon,M 740-400/100  ,Energistyrelsen
8/16/96,Renewable energy,Wind,Onshore,0.4,,5.71E+17,,849,Jammerbugt,Bejstrup by,11h,519645.9,6319679,57.02018,9.32358,36,31,Micon,M 740-400/100  ,Energistyrelsen
8/16/96,Renewable energy,Wind,Onshore,0.4,,5.71E+17,,849,Jammerbugt,Bejstrup by,24g,521313.8,6320509,57.02756,9.35112,36,31,Micon,M 740-400/100  ,Energistyrelsen
8/16/96,Renewable energy,Wind,Onshore,0.4,,5.71E+17,,849,Jammerbugt,Bejstrup by,14al,520682.3,6320032,57.02331,9.34068,36,31,Micon,M 740-400/100  ,Energistyrelsen
8/16/96,Renewable energy,Wind,Onshore,0.4,,5.71E+17,,849,Jammerbugt,Bejstrup by,14ak,520672.7,6320117,57.02407,9.34052,36,31,Micon,M 740-400/100  ,Energistyrelsen
8/16/96,Renewable energy,Wind,Onshore,0.4,,5.71E+17,,849,Jammerbugt,Bejstrup by,14ai,520662.6,6320205,57.02486,9.34036,36,31,Micon,M 740-400/100  ,Energistyrelsen
8/16/96,Renewable energy,Wind,Onshore,0.4,,5.71E+17,,849,Jammerbugt,Bejstrup by,11g,519553.4,6319822,57.02147,9.32206,36,31,Micon,M 740-400/100  ,Energistyrelsen
8/16/96,Renewable energy,Wind,Onshore,0.4,,5.71E+17,,849,Jammerbugt,Bejstrup by,10k,519722.4,6319830,57.02153,9.32485,36,31,Micon,M 740-400/100  ,Energistyrelsen
8/19/96,Renewable energy,Wind,Onshore,0.225,,5.71E+17,,787,Thisted,Nodentoftgårde,1a,476553.1,6309369,56.92739,8.61478,30,29,Vestas Wind Systems A/S,V 29-225 ,Energistyrelsen
8/21/96,Renewable energy,Wind,Onshore,0.011,,5.71E+17,,510,Haderslev,,,534868.6,6118942,55.21579,9.54804,18,13,K M Vindmøller,Swinger T 202-K M Vindmøller,Energistyrelsen
9/1/96,Renewable energy,Wind,Onshore,0.55,,5.71E+17,,766,Hedensted,Tørring By og Sogn,10d,529987.8,6192543,55.87744,9.47931,41.5,37,Wind World,W 3700-500 ,Energistyrelsen
9/4/96,Renewable energy,Wind,Onshore,0.5,,5.71E+17,,360,Lolland,"Ø.Amalieager, Dannemare",2b,641279.5,6066813,54.72872,11.19398,35,37,Wind World,W 3700-500 ,Energistyrelsen
9/4/96,Renewable energy,Wind,Onshore,0.3,,5.71E+17,,360,Lolland,Dannemare,8e,640525.7,6067029,54.73087,11.18239,31,33,BONUS,300   - MK ll,Energistyrelsen
9/4/96,Renewable energy,Wind,Onshore,0.011,,5.71E+17,,573,Varde,,,484857.1,6174499,55.71601,8.75896,18,13,Swinger,T 202,Energistyrelsen
9/5/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,360,Lolland,Dannemare,103,641839.3,6066333,54.72425,11.20243,35,44,BONUS,600   - MK lll,Energistyrelsen
9/5/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,787,Thisted,Abildgård,16,463493,6292710,56.77689,8.40261,45,42,Vestas Wind Systems A/S,V 42-600 ,Energistyrelsen
9/12/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,510,Haderslev,"Hjerndrup, Hjerndrup",268,524636.3,6130295,55.31842,9.38821,45,44,Vestas Wind Systems A/S,V 44-600 ,Energistyrelsen
9/16/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,550,Tønder,Arrild,946,497271.6,6110487,55.14104,8.9572,45,43,NEG Micon,NM 1500-600/150  ,Energistyrelsen
9/16/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,550,Tønder,Arrild,947,497290.8,6110346,55.13977,8.9575,45,43,NEG Micon,NM 1500-600/150  ,Energistyrelsen
9/16/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,550,Tønder,Arrild,943,497252.1,6110628,55.1423,8.95689,45,43,NEG Micon,NM 1500-600/150  ,Energistyrelsen
9/17/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,360,Lolland,"Hoby By, Gloslunde",6a m.fl,645531.4,6068485,54.74252,11.26079,35,44,Vestas Wind Systems A/S,V 44-600 ,Energistyrelsen
9/18/96,Renewable energy,Wind,Onshore,0.5,,5.71E+17,,482,Langeland,"Fæbæk By, Bøstrup",9,619559.8,6103847,55.06698,10.87228,35,37.3,NEG Micon,NTK 500/37-NEG Micon,Energistyrelsen
9/18/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,550,Tønder,Skast,7,481675.1,6101603,55.06087,8.7131,45,44,Vestas Wind Systems A/S,V 44,Energistyrelsen
9/18/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,550,Tønder,Skast,11,481584.6,6102004,55.06447,8.71165,43.4,44,Vestas Wind Systems A/S,V 44-600 ,Energistyrelsen
9/20/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,360,Lolland,"Bådesgård Hvgd, Græshave",37b,644562.3,6070632,54.76208,11.24682,35,44,BONUS,600   - MK lll C,Energistyrelsen
9/20/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,360,Lolland,"Dannemare By, Dannemare",7a,641650.7,6071197,54.76798,11.20188,35,44,BONUS,600   - MK lll,Energistyrelsen
9/22/96,Renewable energy,Wind,Onshore,0.225,,5.71E+17,,849,Jammerbugt,Holme by V Thorup,5a,506461.4,6327700,57.09261,9.10663,31.5,29,Vestas Wind Systems A/S,V 225 kW,Energistyrelsen
9/22/96,Renewable energy,Wind,Onshore,0.225,,5.71E+17,,849,Jammerbugt,Holme by V Thorup,5a,506593.6,6327619,57.09188,9.10881,31.5,29,Vestas Wind Systems A/S,V 225 kW,Energistyrelsen
9/22/96,Renewable energy,Wind,Onshore,0.225,,5.71E+17,,849,Jammerbugt,Holme by V Thorup,5a,506726,6327538,57.09115,9.11099,31.5,29,Vestas Wind Systems A/S,V 225 kW,Energistyrelsen
9/24/96,Renewable energy,Wind,Onshore,0.55,,5.71E+17,,376,Guldborgsund,"Lundby By, Brarup",6a m.fl,681896.4,6083785,54.86801,11.83462,42,41,Nordtank,NTK 550/41-Nordtank,Energistyrelsen
9/24/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,376,Guldborgsund,"Lundby By, Brarup",5a,682225.9,6083892,54.86885,11.83982,40,44,BONUS,MK lll,Energistyrelsen
9/24/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,376,Guldborgsund,Eskilstrup,4a2,682510.6,6083779,54.86773,11.84418,35,44,BONUS,600   - MK lll,Energistyrelsen
9/26/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,779,Skive,"Nr. Andrup By, Krejbjerg",4a,493227.9,6281377,56.67646,8.88948,40,44,Vestas Wind Systems A/S,V 42-600 ,Energistyrelsen
9/26/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,779,Skive,"Nr. Andrup By, Krejbjerg",4a,493489.8,6281320,56.67595,8.89375,38.4,42,Vestas Wind Systems A/S,V 44-600 ,Energistyrelsen
9/27/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,740,Silkeborg,Ukendt,1a,528439.4,6240766,56.31079,9.45969,0.1,45,Vestas Wind Systems A/S,V 44-600 ,Energistyrelsen
9/30/96,Renewable energy,Wind,Onshore,0.4,,5.71E+17,,849,Jammerbugt,Gøttrup by,112c,511728.9,6325802,57.07546,9.19347,37,31,Micon,M 750-400/100,Energistyrelsen
10/1/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,779,Skive,"Otting by, Otting",8a,494844.4,6276904,56.63629,8.91595,46,44,BONUS,600   - MK lll,Energistyrelsen
10/1/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,779,Skive,"Ilbjerg by, Rybjerg",12a,500629.9,6285392,56.71258,9.01029,42,44,Vestas Wind Systems A/S,V 44-600 ,Energistyrelsen
10/2/96,Renewable energy,Wind,Onshore,0.4,,5.71E+17,,849,Jammerbugt,Gøttrup by Gøttrup,112b,511588.3,6325889,57.07624,9.19115,36,31,Micon,M 750-400/100,Energistyrelsen
10/3/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,360,Lolland,"Hoby By, Gloslunde",5h m.fl,645206.5,6068847,54.74587,11.25593,33.4,44,Vestas Wind Systems A/S,V 44-600 ,Energistyrelsen
10/3/96,Renewable energy,Wind,Onshore,0.2,,5.71E+17,,575,Vejen,Føvling By,1t,496751.8,6146475,55.46442,8.94863,30,31,BONUS,200,Energistyrelsen
10/3/96,Renewable energy,Wind,Onshore,0.4,,5.71E+17,,849,Jammerbugt,Gøttrup by Gøttrup,112a,511425.1,6325862,57.076,9.18846,36,31,Micon,M 750-400,Energistyrelsen
10/4/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,550,Tønder,Mollerup,184,487141.3,6097715,55.02611,8.79885,45,44,Vestas Wind Systems A/S,V 44-600 ,Energistyrelsen
10/7/96,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,550,Tønder,Roost,208,500450.5,6107995,55.11865,9.00706,46,43,NEG Micon,NM 1500-750/175  ,Energistyrelsen
10/7/96,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,550,Tønder,Roost,86,500624.2,6107892,55.11773,9.00979,46,44,NEG Micon,NM 1500-750/175  ,Energistyrelsen
10/9/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,580,Aabenraa,Hjolderup,85,513952.9,6096663,55.01662,9.21821,40,44,Vestas Wind Systems A/S,V 44-600 ,Energistyrelsen
10/9/96,Renewable energy,Wind,Onshore,0.55,,5.71E+17,,376,Guldborgsund,"Vester Kippinge By, Kippinge",14i,677825.1,6087309,54.90111,11.77343,40.9,41,Nordtank,NTK 550/41-Nordtank,Energistyrelsen
10/9/96,Renewable energy,Wind,Onshore,0.55,,5.71E+17,,376,Guldborgsund,"Vester Kippinge By, Kippinge",6e,677830.7,6087157,54.89974,11.77343,42,41,Nordtank,NTK 550/41-Nordtank,Energistyrelsen
10/10/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,661,Holstebro,"Falsig By, Navr",1g,467572.2,6249122,56.38561,8.47481,46,43,NEG Micon,NM 1500-600/150  ,Energistyrelsen
10/10/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,661,Holstebro,"Falsig By, Navr",1g,467536.8,6248992,56.38444,8.47425,46,43,NEG Micon,NM 1500-600/150  ,Energistyrelsen
10/10/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,661,Holstebro,"Falsig By, Navr",1g,467501.4,6248862,56.38327,8.4737,46,43,NEG Micon,NM 1500-600/150  ,Energistyrelsen
10/10/96,Renewable energy,Wind,Onshore,0.55,,5.71E+17,,376,Guldborgsund,Krårup By Våbensted,1,663379.8,6076392,54.80803,11.54222,42.3,41.1,NEG Micon,NTK 550/41-NEG Micon,Energistyrelsen
10/10/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,661,Holstebro,"Falsig By, Navr",1b,467430.2,6248602,56.38093,8.47258,46,43,NEG Micon,NM 1500-600/150  ,Energistyrelsen
10/10/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,661,Holstebro,"Falsig By, Navr",1g,467465.9,6248732,56.3821,8.47314,46,43,NEG Micon,NM 1500-600/150  ,Energistyrelsen
10/10/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,661,Holstebro,"Falsig By, Navr",1g,467394.6,6248472,56.37976,8.47202,46,43,NEG Micon,NM 1500-600/150  ,Energistyrelsen
10/11/96,Renewable energy,Wind,Onshore,0.011,,5.71E+17,,760,Ringkøbing-Skjern,,,462033.6,6185655,55.81499,8.39414,18,13,Kolibri,Swinger T 202-Kolibri,Energistyrelsen
10/15/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,420,Assens,"Brylle By, Brylle",9a,578620.8,6130562,55.31516,10.23882,46,43.4,NEG Micon,NM 1500-600/150  ,Energistyrelsen
10/18/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,360,Lolland,"Skovbølle By, Købelev",3a,632114.9,6087861,54.92024,11.06137,35,42,Vestas Wind Systems A/S,V 42-600 ,Energistyrelsen
10/21/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,661,Holstebro,"Den sydøstlige Del, Mejrup",2g,483792.8,6247996,56.37633,8.73758,40,44,Vestas Wind Systems A/S,V 44-600 ,Energistyrelsen
10/21/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,580,Aabenraa,Klovtoft,236,510674.4,6100973,55.05544,9.1671,46,44,BONUS,MK lll,Energistyrelsen
10/23/96,Renewable energy,Wind,Onshore,0.225,,5.71E+17,,760,Ringkøbing-Skjern,"Dejbjerglund Hgd, Dejbjerg",33,460971.2,6207013,56.0068,8.3741,31.5,29,Vestas Wind Systems A/S,V 29-225 ,Energistyrelsen
10/23/96,Renewable energy,Wind,Onshore,0.225,,5.71E+17,,760,Ringkøbing-Skjern,"Alkjærsig, Dejbjerg",1g,461133.1,6207141,56.00796,8.37668,31.5,29,Vestas Wind Systems A/S,V 29-225 ,Energistyrelsen
10/23/96,Renewable energy,Wind,Onshore,0.225,,5.71E+17,,760,Ringkøbing-Skjern,Den sydlige del No,42k,460167.3,6206369,56.00095,8.36131,31.5,29,Vestas Wind Systems A/S,V 29-225 ,Energistyrelsen
10/23/96,Renewable energy,Wind,Onshore,0.225,,5.71E+17,,760,Ringkøbing-Skjern,Nørre Vognbjerg gårde,1a,461135,6207410,56.01038,8.37667,31.5,29,Vestas Wind Systems A/S,V 29-225 ,Energistyrelsen
10/23/96,Renewable energy,Wind,Onshore,0.225,,5.71E+17,,760,Ringkøbing-Skjern,"Sandager by, Dejbjerg",3n,460976,6207281,56.00921,8.37414,31.5,29,Vestas Wind Systems A/S,V 29-225 ,Energistyrelsen
10/23/96,Renewable energy,Wind,Onshore,0.225,,5.71E+17,,760,Ringkøbing-Skjern,"Øster Lem by,Sdr Lem",44a,460815.6,6207152,56.00803,8.37159,31.5,29,Vestas Wind Systems A/S,V 29-225 ,Energistyrelsen
10/24/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,330,Slagelse,"Næsby Ved Skoven, Sorterup",4a,654078.6,6149637,55.46858,11.43741,40,44,BONUS,600   - MK lll,Energistyrelsen
10/24/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,330,Slagelse,"Næsby Ved Skoven, Sorterup",4a,654142.9,6149530,55.4676,11.43837,40,44,BONUS,600   - MK lll,Energistyrelsen
10/25/96,Renewable energy,Wind,Onshore,0.225,,5.71E+17,,760,Ringkøbing-Skjern,"Alkjærsig, Dejbjerg",2a,460488.9,6206627,56.00329,8.36642,31.5,29,Vestas Wind Systems A/S,V 29-225 ,Energistyrelsen
10/25/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,573,Varde,Hyllerslev,9b,462473.7,6165126,55.63058,8.40398,39,44,Vestas Wind Systems A/S,V 44-600 ,Energistyrelsen
10/25/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,573,Varde,Hyllerslev,9b,462527,6165344,55.63254,8.40479,39,44,Vestas Wind Systems A/S,V 44-600 ,Energistyrelsen
10/28/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,779,Skive,"Skove by, Junget",2d,507181.2,6288080,56.73667,9.11739,40,44,Vestas Wind Systems A/S,V 44-600 ,Energistyrelsen
10/28/96,Renewable energy,Wind,Onshore,0.225,,5.71E+17,,760,Ringkøbing-Skjern,"Halby by, Stavning",5g,460327.3,6206499,56.00213,8.36385,31.5,29,Vestas Wind Systems A/S,V 29-225 ,Energistyrelsen
10/29/96,Renewable energy,Wind,Onshore,0.225,,5.71E+17,,760,Ringkøbing-Skjern,"Halby By, Stauning",2z,460008.8,6206510,56.0022,8.35874,31.5,29,Vestas Wind Systems A/S,V 29-225 ,Energistyrelsen
10/29/96,Renewable energy,Wind,Onshore,0.225,,5.71E+17,,760,Ringkøbing-Skjern,"Sandager by, Dejbjerg",5a,460650.7,6206755,56.00445,8.369,31.5,29,Vestas Wind Systems A/S,V 29-225 ,Energistyrelsen
10/30/96,Renewable energy,Wind,Onshore,0.225,,5.71E+17,,760,Ringkøbing-Skjern,Dejbjerg Præstegård,2a,460810.4,6206884,56.00563,8.37154,31.5,29,Vestas Wind Systems A/S,V 29-225 ,Energistyrelsen
10/30/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,779,Skive,"Grinderslev, Rærup",2a,503759.2,6285196,56.7108,9.06141,40.5,44,Vestas Wind Systems A/S,V 42-600 ,Energistyrelsen
10/31/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,550,Tønder,Vodder,48,487874,6119131,55.21857,8.8094,46,43,NEG Micon,NM 1500-600,Energistyrelsen
10/31/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,376,Guldborgsund,Brarup,3a m.fl,677840.7,6086853,54.89701,11.7734,40,44,Vestas Wind Systems A/S,V 44-600 ,Energistyrelsen
10/31/96,Renewable energy,Wind,Onshore,0.011,,5.71E+17,,480,Nordfyns,,,587092.9,6151118,55.49839,10.37868,18.2,13,Gaia-Wind Ltd,Gaia 11  ,Energistyrelsen
11/1/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,479,Svendborg,Gundestrup by,4a,589756.1,6106588,55.09789,10.4066,50,44,BONUS,600   - MK lll,Energistyrelsen
11/1/96,Renewable energy,Wind,Onshore,0.66,,5.71E+17,,550,Tønder,Abterp,6,484579.9,6103332,55.07651,8.75848,45,47,Vestas Wind Systems A/S,V 47,Energistyrelsen
11/1/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,479,Svendborg,Gundestrup by,4b,589479.8,6106632,55.09833,10.40229,50,44,BONUS,600   - MK lll,Energistyrelsen
11/1/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,479,Svendborg,Gundestrup by,3a,590533.9,6106068,55.09307,10.41862,50,44,Vestas Wind Systems A/S,V 44,Energistyrelsen
11/1/96,Renewable energy,Wind,Onshore,0.25,,5.71E+17,,860,Hjørring,"Sørup, Tårs",12,568711.8,6359449,57.37268,10.14257,31.5,29,Vestas Wind Systems A/S,V 29-225 ,Energistyrelsen
11/4/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,550,Tønder,Grøngård,302,501288.2,6084821,54.9104,9.02009,45,44,Vestas Wind Systems A/S,V 44,Energistyrelsen
11/5/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,787,Thisted,Stathove,1i,461247.2,6296390,56.80977,8.3653,46,44,BONUS,600   - MK lV,Energistyrelsen
11/5/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,787,Thisted,Stathove,1f,461127.9,6296299,56.80894,8.36336,46,44,BONUS,600   - MK lV,Energistyrelsen
11/5/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,787,Thisted,Stathove,1l,461362.3,6296258,56.80859,8.36721,46,44,BONUS,600   - MK lV,Energistyrelsen
11/5/96,Renewable energy,Wind,Onshore,0.5,,5.71E+17,,661,Holstebro,Den Nordlige Del Ulfborg,15l,456720.2,6240948,56.31131,8.30041,40.5,39,Vestas Wind Systems A/S,V 39-500 ,Energistyrelsen
11/6/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,787,Thisted,Stathove,1f,461356.5,6296035,56.80659,8.36715,46,44,BONUS,600   - MK lV,Energistyrelsen
11/7/96,Renewable energy,Wind,Onshore,0.66,,5.71E+17,,550,Tønder,Abterp,9,485043,6103530,55.0783,8.76573,45,47,Vestas Wind Systems A/S,V 47,Energistyrelsen
11/7/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,787,Thisted,Stathove,7b,461596.6,6296215,56.80822,8.37105,46,44,BONUS,600   - MK lV,Energistyrelsen
11/7/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,787,Thisted,Stathove,1a,461476.4,6296125,56.80741,8.36909,46,44,BONUS,600   - MK lV,Energistyrelsen
11/7/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,550,Tønder,Havervad,181,481884.2,6118742,55.21489,8.71528,46,43,NEG Micon,NM 1500-600,Energistyrelsen
11/8/96,Renewable energy,Wind,Onshore,0.25,,5.71E+17,,860,Hjørring,"Rønnovsholm Hgd., Vrejlev",1es,562657.7,6362796,57.40361,10.04278,31.5,29.2,Wind World,W 2920-250 ,Energistyrelsen
11/8/96,Renewable energy,Wind,Onshore,0.25,,5.71E+17,,860,Hjørring,"Rønnovsholm Hgd., Vrejlev",1ev,562497.8,6362683,57.40262,10.04009,31.5,29.2,Wind World,W 2920-250 ,Energistyrelsen
11/8/96,Renewable energy,Wind,Onshore,0.25,,5.71E+17,,860,Hjørring,"Rønnovsholm Hgd., Vrejlev",3r,562339.4,6362844,57.40409,10.03749,31.5,29.2,Wind World,W 2920-250 ,Energistyrelsen
11/8/96,Renewable energy,Wind,Onshore,0.25,,5.71E+17,,860,Hjørring,"Rønnovsholm Hgd., Vrejlev",1eq,562180.3,6362868,57.40432,10.03485,31.5,29.2,Wind World,W 2920-250 ,Energistyrelsen
11/8/96,Renewable energy,Wind,Onshore,0.25,,5.71E+17,,860,Hjørring,"Rønnovsholm Hgd., Vrejlev",1eu,562338.4,6362708,57.40287,10.03744,31.5,29.2,Wind World,W 2920-250 ,Energistyrelsen
