commissioning_date,energy_source_level_1,energy_source_level_2,technology,electrical_capacity,dso,gsrn_id,postcode,municipality_code,municipality,address,address_number,utm_east,utm_north,lat,lon,hub_height,rotor_diameter,manufacturer,model,data_source
12/9/09,Renewable energy,Wind,Onshore,2.3,,5.71E+17,,370,Næstved,"Katrineholm Hovedgård, Krummerup",1 H,656707,6132341,55.31247,11.46925,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
12/10/09,Renewable energy,Wind,Onshore,2.3,,5.71E+17,,370,Næstved,"Katrineholm Hovedgård, Krummerup",1 H,656663.3,6132632,55.3151,11.46872,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
12/10/09,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,561,Esbjerg,Horns Rev,hav,412259,6162734,55.60262,7.60737,55,93,SIEMENS,SWT 2.3-93,Energistyrelsen
12/10/09,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,561,Esbjerg,Horns Rev,hav,410223,6163512,55.60924,7.57482,55,93,SIEMENS,SWT 2.3-93,Energistyrelsen
12/11/09,Renewable energy,Wind,Onshore,2.3,,5.71E+17,,370,Næstved,"Katrineholm Hovedgård, Krummerup",1 H,656749.7,6132052,55.30986,11.46976,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
12/14/09,Renewable energy,Wind,Onshore,2.3,,5.71E+17,,370,Næstved,"Katrineholm Hovedgård, Krummerup",1h,656621.9,6132922,55.31771,11.46823,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
12/15/09,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,561,Esbjerg,Horns Rev,hav,409554,6164735,55.6201,7.5638,55,93,SIEMENS,SWT 2.3-93,Energistyrelsen
12/15/09,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,561,Esbjerg,Horns Rev,hav,410050,6164509,55.61816,7.57175,55,93,SIEMENS,SWT 2.3-93,Energistyrelsen
12/15/09,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,561,Esbjerg,Horns Rev,hav,412528,6163374,55.60842,7.61144,55,93,SIEMENS,SWT 2.3-93,Energistyrelsen
12/15/09,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,561,Esbjerg,Horns Rev,hav,410545,6164282,55.61622,7.57968,55,93,SIEMENS,SWT 2.3-93,Energistyrelsen
12/15/09,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,561,Esbjerg,Horns Rev,hav,411041,6164055,55.61427,7.58762,55,93,SIEMENS,SWT 2.3-93,Energistyrelsen
12/15/09,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,561,Esbjerg,Horns Rev,hav,411536,6163828,55.61232,7.59555,55,93,SIEMENS,SWT 2.3-93,Energistyrelsen
12/15/09,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,561,Esbjerg,Horns Rev,hav,412032,6163601,55.61037,7.6035,55,93,SIEMENS,SWT 2.3-93,Energistyrelsen
12/17/09,Renewable energy,Wind,Onshore,0.011,,5.71E+17,,573,Varde,,,476813,6177420,55.74193,8.63068,18,0,Gaia-Wind Ltd,Gaia 11  ,Energistyrelsen
12/17/09,Renewable energy,Wind,Onshore,3,,5.71E+17,,665,Lemvig,"Nees By, Nees",2af,453535,6248466,56.37855,8.24761,80,90,Vestas Wind Systems A/S,3 MW,Energistyrelsen
12/17/09,Renewable energy,Wind,Onshore,3.6,,5.71E+17,,665,Lemvig,"Den Nordlig Del, Bøvling",69c,453399,6257644,56.46098,8.24377,80,107,SIEMENS,SWT 3.6,Energistyrelsen
12/21/09,Renewable energy,Wind,Onshore,3.6,,5.71E+17,,665,Lemvig,"Den Nordlig Del, Bøvling",4d,453135.5,6257793,56.4623,8.23947,80,107,SIEMENS,SWT 3.6,Energistyrelsen
12/23/09,Renewable energy,Wind,Onshore,3.6,,5.71E+17,,665,Lemvig,"Den Nordlig Del, Bøvling",69b,453662.6,6257644,56.46101,8.24805,80,107,SIEMENS,SWT 3.6,Energistyrelsen
1/1/10,Renewable energy,Wind,Onshore,0.011,,5.71E+17,,727,Odder,,,574775,6202872,55.96536,10.1979,18,13,Gaia-Wind Ltd,Gaia 11  ,Energistyrelsen
1/7/10,Renewable energy,Wind,Onshore,0.011,,5.71E+17,,820,Vesthimmerlands,,,,,,,18.5,12,Gaia-Wind Ltd,Gaia 11  ,Energistyrelsen
2/1/10,Renewable energy,Wind,Onshore,0.015,,5.71E+17,,760,Ringkøbing-Skjern,,,,,,,18,11,Brehmer Kuriant Vindmølle,KE 15/4-Brehmer Vindmølle,Energistyrelsen
3/13/10,Renewable energy,Wind,Onshore,0.022,,5.71E+17,,707,Norddjurs,,,609467,6247067,56.3556,10.77159,19,10.5,Kongsted,"NTV 22/7,5",Energistyrelsen
3/18/10,Renewable energy,Wind,Onshore,2.3,,5.71E+17,,370,Næstved,"Kyse By, Vallensved",7a,666142,6128120,55.27149,11.61525,80,93,SIEMENS,SWT 2.3-93,Energistyrelsen
3/19/10,Renewable energy,Wind,Onshore,2.3,,5.71E+17,,370,Næstved,"Kyse By, Vallensved",7a,666226.2,6127793,55.26852,11.61638,80,93,SIEMENS,SWT 2.3-93,Energistyrelsen
3/25/10,Renewable energy,Wind,Onshore,0.025,,5.71E+17,,657,Herning,,,486428,6227105,56.18872,8.78132,17.5,15,Vestas Wind Systems A/S,V 15,Energistyrelsen
4/1/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,664332,6049837,54.5693,11.54207,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
4/1/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,664852,6049714,54.56803,11.55004,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
4/2/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,663841,6049978,54.57073,11.53456,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
4/10/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,663314,6050157,54.57251,11.52652,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
4/10/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,662261,6050527,54.57617,11.51045,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
4/13/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,662775,6050346,54.57438,11.51829,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
4/21/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,660625.7,6051246,54.58315,11.48557,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
4/22/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,661668,6050759,54.57844,11.50141,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
4/23/10,Renewable energy,Wind,Onshore,3.6,,5.71E+17,,665,Lemvig,"Skalstrup By, Nees",3z,454534,6248204,56.37629,8.26383,89.9,120,SIEMENS,SWT 3.6,Energistyrelsen
4/24/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,661164,6050979,54.58058,11.49374,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
4/27/10,Renewable energy,Wind,Onshore,3.6,,5.71E+17,,665,Lemvig,"Skalstrup By, Nees",5n,454767,6247609,56.37097,8.2677,89.9,120,SIEMENS,SWT 3.6,Energistyrelsen
4/28/10,Renewable energy,Wind,Onshore,0.011,,5.71E+17,,710,Favrskov,,,548720,6252500,56.41456,9.78966,18,13,Gaia-Wind Ltd,Gaia 11  ,Energistyrelsen
4/28/10,Renewable energy,Wind,Onshore,0.011,,5.71E+17,,707,Norddjurs,,,,,,,18,13,Gaia-Wind Ltd,Gaia 11  ,Energistyrelsen
4/28/10,Renewable energy,Wind,Onshore,3.6,,5.71E+17,,665,Lemvig,"Skalstrup By, Nees",4ac,454651.5,6247908,56.37364,8.26578,89.9,120,SIEMENS,SWT 3.6,Energistyrelsen
4/29/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,665372,6049580,54.56666,11.558,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
5/1/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,665833,6049510,54.56588,11.56508,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
5/1/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,666828,6049351,54.56412,11.58036,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
5/2/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,666345,6049419,54.56489,11.57294,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
5/3/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,667313,6049299,54.5635,11.58783,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
5/9/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,668257,6049238,54.56264,11.60237,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
5/9/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,667777,6049267,54.56306,11.59498,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
5/9/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,668727,6049219,54.56231,11.60962,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
5/9/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,669201,6049234,54.56229,11.61696,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
5/17/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,664417,6049043,54.56215,11.54294,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
5/18/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,662909,6049584,54.56749,11.51994,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
5/19/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,663971,6049178,54.5635,11.53612,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
5/19/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,663455,6049362,54.56532,11.52825,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
5/28/10,Renewable energy,Wind,Onshore,0.025,,5.71E+17,,730,Randers,,,,,,,18,12.7,HSWind Aps,Viking 25,Energistyrelsen
5/29/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,662355,6049815,54.56975,11.51151,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
5/29/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,660189,6050898,54.58016,11.47863,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
5/29/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,660729,6050585,54.57718,11.4868,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
5/29/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,661833,6050042,54.57195,11.50357,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
5/29/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,661277,6050303,54.57447,11.49512,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
6/1/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,665068,6048838,54.5601,11.55288,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
6/1/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,666116,6048599,54.55761,11.56894,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
6/2/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,666645,6048494,54.55649,11.57705,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
6/4/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,667170,6048409,54.55555,11.58511,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
6/4/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,665567,6048727,54.55894,11.56053,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
6/8/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,667685,6048346,54.55482,11.59303,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
6/9/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,668217,6048287,54.55411,11.60121,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
6/9/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,668741,6048242,54.55353,11.60928,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
6/15/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,669269,6048235,54.55329,11.61743,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
6/15/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,663070,6048746,54.55992,11.52196,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
6/15/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,663610,6048519,54.55771,11.53018,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
6/16/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,664182,6048312,54.55566,11.5389,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
6/17/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,662505,6049010,54.56247,11.51338,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
6/18/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,661934,6049285,54.56512,11.50471,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
6/18/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,660293,6050192,54.57379,11.47985,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
6/21/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,659755,6050549,54.57716,11.47173,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
6/22/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,660841,6049867,54.5707,11.48814,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
6/22/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,661405,6049557,54.56773,11.49669,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
6/23/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,666463,6047636,54.54885,11.57375,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
6/23/10,Renewable energy,Wind,Onshore,3,,5.71E+17,,760,Ringkøbing-Skjern,"Søgård hdg., Nysogn",309a,452281.7,6219749,56.12043,8.23249,80,90,Vestas Wind Systems A/S,V 90 3 ,Energistyrelsen
6/24/10,Renewable energy,Wind,Onshore,3,,5.71E+17,,760,Ringkøbing-Skjern,Strandgårde Gammelsogn,14l,452253,6219120,56.11478,8.23214,80,90,Vestas Wind Systems A/S,V 90 3 ,Energistyrelsen
6/25/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,664766,6048095,54.55352,11.5478,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
6/25/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,667592,6047424,54.54657,11.59107,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
6/25/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,667027,6047519,54.54761,11.5824,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
6/26/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,665301,6047944,54.55199,11.55598,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
6/26/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,665935,6047766,54.55019,11.56567,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
6/29/10,Renewable energy,Wind,Onshore,3,,5.71E+17,,760,Ringkøbing-Skjern,Strandgårde Gammelsogn,11k,452266.7,6219429,56.11756,8.23231,80,90,Vestas Wind Systems A/S,V 90 3 ,Energistyrelsen
6/29/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,668756,6047266,54.54477,11.60895,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
6/29/10,Renewable energy,Wind,Onshore,3,,5.71E+17,,760,Ringkøbing-Skjern,"Søgård hdg., Nysogn",98h,452308.3,6220385,56.12615,8.23281,80,90,Vestas Wind Systems A/S,V 90 3 ,Energistyrelsen
6/30/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,668177,6047336,54.54559,11.60005,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
6/30/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,663249,6047859,54.5519,11.52424,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
7/1/10,Renewable energy,Wind,Onshore,0.025,,5.71E+17,,760,Ringkøbing-Skjern,,,,,,,18,15,Vestas Wind Systems A/S,V 15,Energistyrelsen
7/1/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,663847,6047612,54.54949,11.53334,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
7/2/10,Renewable energy,Wind,Onshore,3,,5.71E+17,,760,Ringkøbing-Skjern,"Søgård hdg., Nysogn",93e,452295.7,6220066,56.12328,8.23266,80,90,Vestas Wind Systems A/S,V 90 3 ,Energistyrelsen
7/3/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,669337,6047235,54.54429,11.61791,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
7/6/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,662100,6048437,54.55745,11.50681,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
7/7/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,662684,6048130,54.55451,11.51566,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
7/8/10,Renewable energy,Wind,Onshore,3.6,,5.71E+17,,840,Rebild,"Kgs. Tisted by, Kgs Tisted",15,537615.7,6292091,56.77124,9.61544,90,120,SIEMENS,SWT 3.6-120,Energistyrelsen
7/8/10,Renewable energy,Wind,Onshore,3.6,,5.71E+17,,840,Rebild,"Kgs. Tisted by, Kgs Tisted",19a,537587,6291757,56.76824,9.61493,90,120,SIEMENS,SWT 3.6-120,Energistyrelsen
7/8/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,659858,6049798,54.57039,11.47291,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
7/8/10,Renewable energy,Wind,Onshore,3.6,,5.71E+17,,840,Rebild,"Kgs. Tisted by, Kgs Tisted",19a,537558.7,6291418,56.7652,9.61441,90,120,SIEMENS,SWT 3.6-120,Energistyrelsen
7/10/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,659321,6050200,54.57417,11.46483,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
7/11/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,660404,6049431,54.56692,11.48115,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
7/15/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,661514,6048754,54.56049,11.49793,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
7/16/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,665657,6046959,54.54303,11.56092,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
7/16/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,666280,6046779,54.54121,11.57044,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
7/16/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,660977,6049072,54.56351,11.48981,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
7/16/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,664463,6047353,54.54696,11.54271,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
7/16/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,665036,6047162,54.54506,11.55145,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
7/17/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,668821,6046289,54.53597,11.6094,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
7/17/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,668137,6046386,54.53707,11.59889,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
7/17/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,666884,6046629,54.53967,11.57968,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
7/18/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,669405,6046236,54.5353,11.61838,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
7/18/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,667500,6046502,54.53832,11.58912,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
7/21/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,663512,6046911,54.5433,11.52777,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
7/22/10,Renewable energy,Wind,Onshore,2.3,,5.71E+17,,820,Vesthimmerlands,"Nørrekær Enge, Næsborg",151f,523044.1,6318297,57.00761,9.37942,80,93,SIEMENS,SWT 2.3-93,Energistyrelsen
7/22/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,662888,6047200,54.5461,11.5183,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
7/22/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,661093,6048224,54.55586,11.49114,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
7/22/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,660549,6048587,54.5593,11.48293,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
7/23/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,661696,6047863,54.55243,11.50025,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
7/23/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,659968,6048995,54.56314,11.47418,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
7/23/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,662298,6047514,54.5491,11.50936,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
7/24/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,658887,6049851,54.57117,11.45794,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
7/24/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,659422,6049405,54.567,11.46596,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
7/24/10,Renewable energy,Wind,Onshore,2.3,,5.71E+17,,849,Jammerbugt,"Øslev By, Kettrup",18g,515038,6321280,57.03474,9.24778,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
7/27/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,666097,6045922,54.53358,11.56713,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
7/27/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,665428,6046139,54.53575,11.55693,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
7/27/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,664770,6046379,54.53812,11.5469,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
7/27/10,Renewable energy,Wind,Offshore,2.3,,5.71E+17,,360,Lolland,Rødsand,hav,664160,6046611,54.5404,11.53761,80,92.6,SIEMENS,SWT 2.3-93,Energistyrelsen
